ESA_SCENENAME,DATA_PARTITION,XVIEW3_SCENENAME
S1A_IW_GRDH_1SDV_20200708T054905_20200708T054930_033359_03DD6F_26CB,train,d683e6b515f4366ct
S1A_IW_GRDH_1SDV_20200924T051351_20200924T051421_034496_0403A4_91CA,train,53b7f8d891f5eeb9t
S1A_IW_GRDH_1SDV_20200707T052152_20200707T052221_033344_03DD04_D9CB,train,2ae2b77095e9e6eat
S1B_IW_GRDH_1SDV_20201127T051840_20201127T051905_024446_02E7E1_CD74,train,2dbf62ac709047c5t
S1A_IW_GRDH_1SDV_20201012T054910_20201012T054935_034759_040CCC_60D2,train,7e4e3fc3b7ae4010t
S1A_IW_GRDH_1SDV_20200326T175311_20200326T175336_031850_03ACFB_D1DC,train,299e4401a2311732t
S1A_IW_GRDH_1SDV_20200829T053004_20200829T053033_034117_03F647_377D,train,8bbd3d39cfc96b94t
S1A_IW_GRDH_1SDV_20200516T054052_20200516T054117_032586_03C637_9398,train,b95ab45640844f93t
S1A_IW_GRDH_1SDV_20200521T054903_20200521T054928_032659_03C855_E06F,train,c9dba890e4b5cd17t
S1A_IW_GRDH_1SDV_20200410T054051_20200410T054116_032061_03B471_FF92,train,decee5b74fa7c8b9t
S1B_IW_GRDH_1SDV_20200201T051836_20200201T051901_020071_025FC9_945D,train,f16fe7fee9a1af85t
S1A_IW_GRDH_1SDV_20200614T165822_20200614T165847_033016_03D2FD_6765,train,959d542c6499e1c6t
S1B_IW_GRDH_1SDV_20200208T051025_20200208T051050_020173_0262FD_9265,train,fe3458fcb008a6dct
S1A_IW_GRDH_1SDV_20200819T051419_20200819T051444_033971_03F12D_4FC3,train,5424f99dfa42740bt
S1A_IW_GRDH_1SDV_20201206T054059_20201206T054124_035561_04288B_39D9,train,6cc6c82d8ea7ee70t
S1A_IW_GRDH_1SDV_20200201T171751_20200201T171822_031062_039191_7A12,train,d444263ef681815ft
S1A_IW_GRDH_1SDV_20201016T053005_20201016T053034_034817_040EE1_DCFC,train,f61a164e315103cat
S1A_IW_GRDH_1SDV_20201010T171800_20201010T171832_034737_040C09_FA75,train,a93585b23276b758t
S1B_IW_GRDH_1SDV_20200916T051853_20200916T051918_023396_02C711_3FC2,train,dec90016c05fe502t
S1A_IW_GRDH_1SDV_20200918T165827_20200918T165852_034416_0400BC_F3F5,train,ad8f5edcec272001t
S1A_IW_GRDH_1SDV_20200916T171800_20200916T171831_034387_03FFB9_AD36,train,cef19abab25e4e41t
S1A_IW_GRDH_1SDV_20201116T052156_20201116T052225_035269_041E82_F542,train,75c853b1713d7e3et
S1A_IW_GRDH_1SDV_20200308T171750_20200308T171822_031587_03A3B9_EFBC,train,b96043cd9db76297t
S1A_IW_GRDH_1SDV_20200213T171750_20200213T171822_031237_0397A3_F3E1,train,a791f9b908c03325t
S1A_IW_GRDH_1SDV_20200718T171756_20200718T171828_033512_03E220_5EFC,train,6f3e6b05cf9d127at
S1A_IW_GRDH_1SDV_20200917T174440_20200917T174505_034402_040041_0468,train,c8d1c8367d2fb17bt
S1B_IW_GRDH_1SDV_20200213T051836_20200213T051901_020246_02656F_0D31,train,7990e9589b9ff3bft
S1A_IW_GRDH_1SDV_20200123T050718_20200123T050743_030923_038CB0_8C73,train,c3447374fc30b1a1t
S1A_IW_GRDH_1SDV_20200326T052956_20200326T053025_031842_03ACB7_8C98,train,7ad36b8e9f95ba1at
S1B_IW_GRDH_1SDV_20200115T051025_20200115T051050_019823_0257B2_0E80,train,70f29a17a192ae59t
S1A_IW_GRDH_1SDV_20201128T174440_20201128T174505_035452_0424DB_167B,train,bd24c2e8d539f972t
S1A_IW_GRDH_1SDV_20200812T051122_20200812T051147_033869_03ED89_1BF6,train,1e609174508bdc98t
S1A_IW_GRDH_1SDV_20201116T051124_20201116T051149_035269_041E7F_AB83,train,0529e724568c8139t
S1A_IW_GRDH_1SDV_20200519T171753_20200519T171824_032637_03C7B2_1F74,train,f088cc4cf43ba7a3t
S1B_IW_GRDH_1SDV_20200507T051846_20200507T051911_021471_028C4A_E168,train,e5e4bf0c579362bdt
S1B_IW_GRDH_1SDV_20200413T051837_20200413T051902_021121_028140_627A,train,da781384de903b8dt
S1A_IW_GRDH_1SDV_20200207T052956_20200207T053025_031142_039468_64E3,train,6b9ebb042f62284bt
S1A_IW_GRDH_1SDV_20200121T174432_20200121T174457_030902_038BFF_CED7,train,3ff1ba62d8d3fe15t
S1A_IW_GRDH_1SDV_20200413T171751_20200413T171823_032112_03B62E_D6CA,train,0222c037f32357b7t
S1A_IW_GRDH_1SDV_20200721T050723_20200721T050748_033548_03E337_F278,train,893b12c617265261t
S1A_IW_GRDH_1SDV_20200829T051934_20200829T051959_034117_03F644_5C42,train,c509afa2ac424339t
S1B_IW_GRDH_1SDV_20200123T054001_20200123T054026_019940_025B80_6760,train,6e2a1802be281c75t
S1A_IW_GRDH_1SDV_20200508T051116_20200508T051141_032469_03C298_8E55,train,b44881f238ef0beet
S1B_IW_GRDH_1SDV_20200619T051036_20200619T051101_022098_029EF7_C2D8,train,dcf7b37dd15d6d94t
S1A_IW_GRDH_1SDV_20200304T051342_20200304T051411_031521_03A18B_47FC,train,ad53bfd630e65f56t
S1A_IW_GRDH_1SDV_20200121T051115_20200121T051140_030894_038BB7_2016,train,8ca84c319893f38bt
S1A_IW_GRDH_1SDV_20200513T052958_20200513T053027_032542_03C4E2_DAEA,train,425980ed6b6bcd2dt
S1A_IW_GRDH_1SDV_20200602T054903_20200602T054928_032834_03CD99_8B90,train,bfb1a1a4b3247b7dt
S1A_IW_GRDH_1SDV_20200525T051929_20200525T051954_032717_03CA2F_6EE6,train,6ffc913c4655b43ft
S1A_IW_GRDH_1SDV_20200606T051929_20200606T051954_032892_03CF59_DB60,train,63ad51bc14ca8b5dt
S1B_IW_GRDH_1SDV_20200328T165734_20200328T165759_020895_0279FF_C9CB,train,96a47459a14c36b1t
S1A_IW_GRDH_1SDV_20201028T051936_20201028T052001_034992_0414E8_B9FC,train,52d56395768fb8a7t
S1A_IW_GRDH_1SDV_20200428T050718_20200428T050743_032323_03BD94_ED6A,train,db0fd848475a76dbt
S1A_IW_GRDH_1SDV_20200917T052156_20200917T052225_034394_03FFFD_82A5,train,0bf0a06609a9c0e8t
S1B_IW_GRDH_1SDV_20200814T054007_20200814T054032_022915_02B7F0_5DC1,train,5de8db290dd3c22at
S1B_IW_GRDH_1SDV_20200818T051040_20200818T051105_022973_02B9B4_0238,train,8480745167d53140t
S1A_IW_GRDH_1SDV_20200924T051421_20200924T051446_034496_0403A4_B472,train,7c2f29e97eee33b4t
S1B_IW_GRDH_1SDV_20200721T054006_20200721T054031_022565_02AD3E_4B3F,train,966f52e31397313at
S1A_IW_GRDH_1SDV_20201023T051124_20201023T051149_034919_041264_FEB5,train,10007119e443780dt
S1B_IW_GRDH_1SDV_20200304T165734_20200304T165759_020545_026EEC_EA20,train,9d33f04f97b135c4t
S1A_IW_GRDH_1SDV_20201128T052156_20201128T052225_035444_042498_5738,train,a736a57b5c252312t
S1A_IW_GRDH_1SDV_20200304T051411_20200304T051436_031521_03A18B_1B67,train,8e5a122f6cd13d00t
S1A_IW_GRDH_1SDV_20200302T052955_20200302T053024_031492_03A078_1D18,train,3dff8354d244a4b1t
S1A_IW_GRDH_1SDV_20200329T054050_20200329T054115_031886_03AE41_4038,train,5ef47cf7f8f5bd2bt
S1A_IW_GRDH_1SDV_20200121T052147_20200121T052216_030894_038BB9_FA0B,train,0791adb6b1cef4f1t
S1A_IW_GRDH_1SDV_20200114T051927_20200114T051952_030792_038823_CCB8,train,81f64a8d90b22463t
S1A_IW_GRDH_1SDV_20200508T052148_20200508T052217_032469_03C29A_11CF,train,a7aafac0bb5d311ft
S1A_IW_GRDH_1SDV_20200513T175313_20200513T175338_032550_03C51A_1AFF,train,3c895133d30df79ft
S1B_IW_GRDH_1SDV_20201010T051853_20201010T051918_023746_02D1F8_1734,train,efe75c178f7117a7t
S1A_IW_GRDH_1SDV_20200707T174436_20200707T174501_033352_03DD39_98BA,train,8d57dd602af81c9et
S1B_IW_GRDH_1SDV_20200404T054000_20200404T054025_020990_027D0D_57EC,train,4ae61dece54a1ffat
S1A_IW_GRDH_1SDV_20201016T051936_20201016T052001_034817_040EDE_9428,train,91bbc8bbf928daa7t
S1B_IW_GRDH_1SDV_20200308T051836_20200308T051901_020596_0270A3_5923,train,7b4768c0684c4202t
S1A_IW_GRDH_1SDV_20200508T174433_20200508T174458_032477_03C2D4_D88F,train,ed69eae9b34dbe1dt
S1B_IW_GRDH_1SDV_20201103T051853_20201103T051918_024096_02DCE0_4542,train,2f53eb6658f5d979t
S1A_IW_GRDH_1SDV_20200829T175319_20200829T175344_034125_03F68B_F6A3,train,9e64dbf976a3b2fat
S1A_IW_GRDH_1SDV_20201028T175320_20201028T175345_035000_04152A_771F,train,c0831dbd6d7f3c56t
S1A_IW_GRDH_1SDV_20200521T165820_20200521T165845_032666_03C88A_34FB,train,5d84646dd926df6ct
S1A_IW_GRDH_1SDV_20200714T051417_20200714T051442_033446_03E02D_FF34,train,900c6dac347d1804t
S1A_IW_GRDH_1SDV_20201028T053005_20201028T053034_034992_0414EB_9834,train,ccb90e31357c33e2t
S1A_IW_GRDH_1SDV_20200409T051411_20200409T051436_032046_03B3F3_429A,train,9eb9e3dc3225ad9at
S1A_IW_GRDH_1SDV_20200207T175311_20200207T175336_031150_0394AF_449E,train,095f2289c23951e5t
S1A_IW_GRDH_1SDV_20200309T051114_20200309T051139_031594_03A3FD_46E7,train,7928fdf5e6bb1ddet
S1A_IW_GRDH_1SDV_20201012T165827_20201012T165852_034766_040D08_5C2E,train,793f931ebbc36eedt
S1B_IW_GRDH_1SDV_20200116T165735_20200116T165800_019845_025868_DDA5,train,541e463a617cc648t
S1A_IW_GRDH_1SDV_20200419T175312_20200419T175337_032200_03B950_6E77,train,9e03321f0e22bf8ct
S1B_IW_GRDH_1SDV_20200819T165742_20200819T165807_022995_02BA6F_C8A2,train,351c9bfded60c563t
S1A_IW_GRDH_1SDV_20200515T051344_20200515T051413_032571_03C5C6_8DDC,train,e5ee19f0c67db895t
S1A_IW_GRDH_1SDV_20201117T054910_20201117T054935_035284_041F05_BBC7,train,281b452fd630e5edt
S1B_IW_GRDH_1SDV_20200220T051024_20200220T051049_020348_026899_B856,train,9e577d948f0af8eat
S1B_IW_GRDH_1SDV_20201118T054009_20201118T054034_024315_02E3B5_2DAE,train,2fd149a7a74e44e2t
S1A_IW_GRDH_1SDV_20201111T051421_20201111T051446_035196_041C02_3C0A,train,a2099e7130aba3det
S1A_IW_GRDH_1SDV_20200614T054904_20200614T054929_033009_03D2CB_91D7,train,f6d2a17c1c2616e9t
S1B_IW_GRDH_1SDV_20200725T051038_20200725T051103_022623_02AEF7_F319,train,96277abaf6bc4bc6t
S1A_IW_GRDH_1SDV_20200120T171751_20200120T171823_030887_038B77_C9CA,train,eba22dd5e0378888t
S1A_IW_GRDH_1SDV_20201116T174440_20201116T174505_035277_041EC6_198D,train,5d7acea796201046t
S1B_IW_GRDH_1SDV_20200225T051836_20200225T051901_020421_026B0F_0052,train,9817cbd5b4d6b39bt
S1A_IW_GRDH_1SDV_20201023T174441_20201023T174506_034927_0412AB_9AEB,train,4518c556b38a5fa4t
S1A_IW_GRDH_1SDV_20200708T165823_20200708T165848_033366_03DDA2_5CE9,train,2cbcc7123f0abf01t
S1B_IW_GRDH_1SDV_20200409T165734_20200409T165759_021070_027F8A_7A51,train,2757e53eccea715dt
S1B_IW_GRDH_1SDV_20200730T051850_20200730T051915_022696_02B139_C241,train,c9ba0778c396fd2dt
S1A_IW_GRDH_1SDV_20200409T051342_20200409T051411_032046_03B3F3_76D1,train,b71fc521ffaf08c6t
S1A_IW_GRDH_1SDV_20200419T052956_20200419T053025_032192_03B90A_16C1,train,cb63265c445495d3t
S1A_IW_GRDH_1SDV_20201111T051352_20201111T051421_035196_041C02_2A33,train,26aeea063185784ft
S1B_IW_GRDH_1SDV_20200515T165736_20200515T165801_021595_028FF1_CA18,train,4cc85a40bffc135et
S1A_IW_GRDH_1SDV_20200207T051926_20200207T051951_031142_039466_1004,train,20c5257d1ce48655t
S1A_IW_GRDH_1SDV_20200707T051119_20200707T051144_033344_03DD01_817E,train,ed0c665bb3f1c673t
S1B_IW_GRDH_1SDV_20200924T165743_20200924T165808_023520_02CAE2_5A2F,train,356a255bd8e6ba21t
S1A_IW_GRDH_1SDV_20200507T171752_20200507T171824_032462_03C261_C4A5,train,bc3cf9dc5abd3c65t
S1A_IW_GRDH_1SDV_20200114T052956_20200114T053025_030792_038825_9B98,train,e42a50089e03990ft
S1A_IW_GRDH_1SDV_20200309T052146_20200309T052215_031594_03A3FF_DE51,train,e20588f2094fd709t
S1A_IW_GRDH_1SDV_20200925T054100_20200925T054125_034511_04041B_05DE,train,f63896a602214505t
S1A_IW_GRDH_1SDV_20200513T051928_20200513T051953_032542_03C4E0_C014,train,c470441906b228bct
S1B_IW_GRDH_1SDV_20200911T051041_20200911T051106_023323_02C4AE_3129,train,99fe489a18011c9bt
S1A_IW_GRDH_1SDV_20200730T171757_20200730T171829_033687_03E77E_469F,train,68131f10aed5c5a2t
S1A_IW_GRDH_1SDV_20200819T051350_20200819T051419_033971_03F12D_7144,train,7adee9ec4133b2f5t
S1B_IW_GRDH_1SDV_20200428T054001_20200428T054026_021340_02881B_F278,train,b1de75699207dc07t
S1A_IW_GRDH_1SDV_20200917T051123_20200917T051148_034394_03FFFA_122D,train,c02417eaffffc8bat
S1A_IW_GRDH_1SDV_20200714T051348_20200714T051417_033446_03E02D_2D80,train,6c8db47df2fe48edt
S1A_IW_GRDH_1SDV_20200114T175311_20200114T175336_030800_03886A_C0F0,train,3363a2f83f62fa6bt
S1A_IW_GRDH_1SDV_20200606T052959_20200606T053028_032892_03CF5C_B735,train,c0869b2f6131bc1ft
S1A_IW_GRDH_1SDV_20200812T174438_20200812T174503_033877_03EDD0_E658,train,d9727bc3a15cdc11t
S1A_IW_GRDH_1SDV_20200812T052154_20200812T052223_033869_03ED8C_5536,train,a4ca2e205513eb08t
S1B_IW_GRDH_1SDV_20200923T051041_20200923T051106_023498_02CA25_AC66,train,3d1beb1c19e1fa0ct
S1A_IW_GRDH_1SDV_20200515T051413_20200515T051438_032571_03C5C6_E567,train,8379b888784a5c4et
S1A_IW_GRDH_1SDV_20201128T051123_20201128T051148_035444_042495_14D3,train,66c82cfa6336aca3t
S1A_IW_GRDH_1SDV_20200302T175310_20200302T175335_031500_03A0BF_549A,train,35792973ba73187et
S1A_IW_GRDH_1SDV_20200328T051411_20200328T051436_031871_03ADC3_41F3,train,a45bc46512eb61f8t
S1A_IW_GRDH_1SDV_20200309T174431_20200309T174456_031602_03A448_719E,train,d566639ea7b7529ft
S1A_IW_GRDH_1SDV_20201127T171759_20201127T171831_035437_04244C_FAFE,train,c1c7c66e0af111a2t
S1B_IW_GRDH_1SDV_20200120T051837_20200120T051902_019896_025A24_E74D,train,0d7a0261c60d39det
S1A_IW_GRDH_1SDV_20200602T165821_20200602T165846_032841_03CDCB_696A,train,874dd7fe8f2c9d51t
S1B_IW_GRDH_1SDV_20201111T165743_20201111T165808_024220_02E0AD_6286,train,a01bb50ca3b5e156t
S1A_IW_GRDH_1SDV_20201023T052156_20201023T052225_034919_041267_C161,train,ced739d78afc3286t
S1A_IW_GRDH_1SDV_20200525T052958_20200525T053027_032717_03CA31_7AD4,train,90c677f83c4e18a9t
S1A_IW_GRDH_1SDV_20201016T175320_20201016T175345_034825_040F22_4BAB,train,560196fa56af9f03t
S1B_IW_GRDH_1SDV_20201017T051042_20201017T051107_023848_02D511_8902,train,7ef67f5bd2f89841t
S1A_IW_GRDH_1SDV_20200404T050718_20200404T050743_031973_03B14B_D3DF,train,9d03f104d0bdb0e4t
S1A_IW_GRDH_1SDV_20201117T165827_20201117T165852_035291_041F3F_5AA1,train,d546b16a2e492dd9t
S1A_IW_GRDH_1SDV_20201103T171800_20201103T171832_035087_041825_0E0A,train,c80be20a6835cf84t
S1A_IW_GRDH_1SDV_20200225T171750_20200225T171822_031412_039DAF_7582,train,a08d07f4f8522f12t
S1B_IW_GRDH_1SDV_20200519T051846_20200519T051911_021646_02917C_FCBB,train,1b24d3aa597c472dt
S1A_IW_GRDH_1SDV_20200328T051342_20200328T051411_031871_03ADC3_C41A,train,00a035722196ee86t
S1A_IW_GRDH_1SDV_20200116T051343_20200116T051412_030821_038933_ABAD,train,15f54b14e9f30002t
S1A_IW_GRDH_1SDV_20200525T175314_20200525T175339_032725_03CA69_250F,train,ec2e7ee03be7c001t
S1A_IW_GRDH_1SDV_20200116T051412_20200116T051437_030821_038933_5CD5,train,4bf6c82ef5130dabt
S1B_IW_GRDH_1SDV_20200806T051039_20200806T051104_022798_02B446_EFCC,train,84bf42140b589d17t
S1B_IW_GRDH_1SDV_20200322T064101_20200322T064126_020801_027715_AC95,train,91b3ca2616525cd3t
S1A_IW_GRDH_1SDV_20201001T063240_20201001T063305_034599_040733_B728,train,5d45cb2dc3c48d8bt
S1A_IW_GRDH_1SDV_20200510T063207_20200510T063232_032499_03C37F_CA60,train,e98ca5aba8849b06t
S1A_IW_GRDH_1SDV_20200304T064159_20200304T064224_031522_03A196_6BDA,train,8956e9a18f4aed1ct
S1B_IW_GRDH_1SDV_20200229T062259_20200229T062324_020480_026CDE_D9EE,train,05fe55bba83519ebt
S1B_IW_GRDH_1SDV_20200616T062444_20200616T062509_022055_029DAF_793F,train,cbe4ad26fe73f118t
S1A_IW_GRDH_1SDV_20200305T182838_20200305T182903_031544_03A24D_48FA,train,28feb275233b93e6t
S1A_IW_GRDH_1SDV_20200808T182846_20200808T182911_033819_03EBC6_AF49,train,134d7a7bbadd439dt
S1A_IW_GRDH_1SDV_20200522T063233_20200522T063258_032674_03C8CD_C858,train,26e37b1a179bf806t
S1A_IW_GRDH_1SDV_20201111T064143_20201111T064208_035197_041C0C_5B48,train,ca1019141c8d9c5ft
S1B_IW_GRDH_1SDV_20200526T064941_20200526T065006_021749_02946F_458C,train,6399551ff091c08dt
S1B_IW_GRDH_1SDV_20200405T062300_20200405T062325_021005_027D7C_B4EB,train,a376eb1fc39d4a84t
S1A_IW_GRDH_1SDV_20201006T064054_20201006T064119_034672_0409DA_8975,train,7060a820c566d5d3t
S1B_IW_GRDH_1SDV_20200808T063209_20200808T063234_022828_02B539_6D9A,train,3ad5477688c0f037t
S1A_IW_GRDH_1SDV_20200325T061716_20200325T061741_031828_03AC33_49D7,train,afbb0908b0b4d74ft
S1B_IW_GRDH_1SDV_20200722T062421_20200722T062446_022580_02ADAC_7A4F,train,7e706e444d071261t
S1A_IW_GRDH_1SDV_20200728T062517_20200728T062542_033651_03E66A_39E0,train,c955676015f56b2et
S1B_IW_GRDH_1SDV_20201119T062309_20201119T062334_024330_02E422_3E53,train,23b7870dac4a7d1dt
S1A_IW_GRDH_1SDV_20200912T064053_20200912T064118_034322_03FD82_494E,train,9c8a210404573ebct
S1B_IW_GRDH_1SDV_20201013T182801_20201013T182826_023798_02D392_686D,train,298cc8fe01c22ffat
S1A_IW_GRDH_1SDV_20200819T064207_20200819T064232_033972_03F138_7459,train,cb8739fc1f4a23ddt
S1A_IW_GRDH_1SDV_20200221T064109_20200221T064134_031347_039B86_B9F3,train,a09dc3d2ed7d8429t
S1B_IW_GRDH_1SDV_20200319T061628_20200319T061653_020757_0275BA_68B9,train,d8437097339a3a0at
S1B_IW_GRDH_1SDV_20201013T182736_20201013T182801_023798_02D392_5D58,train,79b156386abee71dt
S1B_IW_GRDH_1SDV_20200228T182751_20200228T182816_020473_026CAB_930A,train,0229f98a344d7a5ct
S1A_IW_GRDH_1SDV_20200226T065009_20200226T065034_031420_039DF6_EBD9,train,d39961a6b0434e1et
S1A_IW_GRDH_1SDV_20200708T183620_20200708T183645_033367_03DDAB_7AC3,train,968b06adcd8ba6ect
S1B_IW_GRDH_1SDV_20200918T063955_20200918T064020_023426_02C7F6_2EB3,train,91a578e5a7eeffc3t
S1A_IW_GRDH_1SDV_20200508T065010_20200508T065035_032470_03C2A2_4740,train,cd15095665fae616t
S1B_IW_GRDH_1SDV_20200820T063144_20200820T063209_023003_02BAAB_4A43,train,d36a8f59e361b398t
S1A_IW_GRDH_1SDV_20200831T064142_20200831T064207_034147_03F761_D04A,train,541b3cd4b325ed80t
S1B_IW_GRDH_1SDV_20200116T183537_20200116T183602_019846_02586E_3A05,train,70a79f2bc9105cfct
S1A_IW_GRDH_1SDV_20200402T065009_20200402T065034_031945_03B052_104C,train,8325eea6c95aa16at
S1A_IW_GRDH_1SDV_20200205T182103_20200205T182138_031121_0393A6_5905,train,df8ffce5cc47bff4t
S1A_IW_GRDH_1SDV_20200421T064135_20200421T064200_032222_03BA21_4763,train,3dc5d0203f3e93cct
S1A_IW_GRDH_1SDV_20200316T064159_20200316T064224_031697_03A7A5_3665,train,3a59308f69e588d4t
S1A_IW_GRDH_1SDV_20200731T065016_20200731T065041_033695_03E7C4_CC89,train,4fdb5a85e9e35df2t
S1B_IW_GRDH_1SDV_20200826T182759_20200826T182824_023098_02BDB5_C901,train,9ecafe67043f52b9t
S1B_IW_GRDH_1SDV_20200227T064100_20200227T064125_020451_026BFB_3F06,train,f5ce2dc15a39b593t
S1B_IW_GRDH_1SDV_20200920T062309_20200920T062334_023455_02C8D7_C50E,train,343a331c9517d53ct
S1B_IW_GRDH_1SDV_20200721T182757_20200721T182822_022573_02AD7D_4F47,train,876ba61d558b3219t
S1B_IW_GRDH_1SDV_20200907T182735_20200907T182800_023273_02C32A_5C9D,train,98fa8426c0e54644t
S1A_IW_GRDH_1SDV_20201007T182848_20201007T182913_034694_040A85_FFEE,train,a6cc8189393d43f4t
S1A_IW_GRDH_1SDV_20200604T182106_20200604T182141_032871_03CEB2_970A,train,d9d700a11647e8e1t
S1A_IW_GRDH_1SDV_20200726T064050_20200726T064115_033622_03E596_E4DF,train,a3767022f1d7d964t
S1A_IW_GRDH_1SDV_20200515T064021_20200515T064046_032572_03C5CF_DB4A,train,27365130efc9044dt
S1B_IW_GRDH_1SDV_20200410T063202_20200410T063227_021078_027FC8_D8C8,train,be95efd207c0eec3t
S1A_IW_GRDH_1SDV_20200814T063213_20200814T063238_033899_03EE84_6CB3,train,e3572457dde1252bt
S1B_IW_GRDH_1SDV_20200720T064106_20200720T064131_022551_02ACCE_BB32,train,ce67b3d05ca18efct
S1A_IW_GRDH_1SDV_20201006T064209_20201006T064234_034672_0409DA_29AE,train,04eaff94e7e1ac22t
S1B_IW_GRDH_1SDV_20201118T182800_20201118T182825_024323_02E3F9_0DC6,train,8235ecb79dde8f28t
S1B_IW_GRDH_1SDV_20200710T062305_20200710T062330_022405_02A85C_DB20,train,3bb75810a96a5310t
S1B_IW_GRDH_1SDV_20201008T181954_20201008T182019_023725_02D15D_A28E,train,22894e4b86d1ded4t
S1B_IW_GRDH_1SDV_20200511T062442_20200511T062507_021530_028E04_D86B,train,629daf78f46a9d88t
S1A_IW_GRDH_1SDV_20200317T182839_20200317T182904_031719_03A85D_C6F0,train,25b647117570170et
S1B_IW_GRDH_1SDV_20200728T181951_20200728T182016_022675_02B0A3_721E,train,e9b02e333e21456ft
S1A_IW_GRDH_1SDV_20200527T064022_20200527T064047_032747_03CB1E_CA90,train,0aba50e606eddffet
S1B_IW_GRDH_1SDV_20201117T064020_20201117T064045_024301_02E347_0A45,train,25448a2c04b3b3adt
S1B_IW_GRDH_1SDV_20200310T064100_20200310T064125_020626_02718C_0778,train,ff55662cc239f09bt
S1B_IW_GRDH_1SDV_20201006T183545_20201006T183610_023696_02D06A_DF78,train,35fe8844d3cf8e90t
S1A_IW_GRDH_1SDV_20200304T064134_20200304T064159_031522_03A196_A00F,train,8315d57d774a64fft
S1A_IW_GRDH_1SDV_20200513T180350_20200513T180415_032550_03C51B_574B,train,748e5bd1919f86bct
S1B_IW_GRDH_1SDV_20200123T182817_20200123T182842_019948_025BC1_DAD5,train,a5576e6ffe696e92t
S1B_IW_GRDH_1SDV_20200122T064126_20200122T064151_019926_025B10_67D8,train,d84b3f5f0524fc28t
S1B_IW_GRDH_1SDV_20200619T064917_20200619T064942_022099_029EFC_BB33,train,8b2315e31031c460t
S1A_IW_GRDH_1SDV_20200812T065016_20200812T065041_033870_03ED94_5155,train,505b7c1351cfc23et
S1A_IW_GRDH_1SDV_20200414T065010_20200414T065035_032120_03B67E_AB8D,train,2ef89b1ed1b11bc6t
S1A_IW_GRDH_1SDV_20200522T063208_20200522T063233_032674_03C8CD_A922,train,91222bab677ea2edt
S1A_IW_GRDH_1SDV_20201026T182113_20201026T182148_034971_041422_1DA5,train,28faafcae2ac2ea9t
S1A_IW_GRDH_1SDV_20200128T064159_20200128T064224_030997_038F6A_558B,train,8330020283039ab8t
S1A_IW_GRDH_1SDV_20200601T065012_20200601T065037_032820_03CD37_94E2,train,d21c66e73524de4dt
S1B_IW_GRDH_1SDV_20200118T182043_20200118T182112_019875_025977_A585,train,d139bedb17531d72t
S1B_IW_GRDH_1SDV_20201021T061547_20201021T061612_023907_02D708_847D,train,38cfc7bccd4a425ft
S1B_IW_GRDH_1SDV_20200305T063136_20200305T063201_020553_026F28_2E8B,train,9f57aace246e3852t
S1A_IW_GRDH_1SDV_20201015T061725_20201015T061750_034803_040E5B_7BF3,train,d65838d1b71f58d2t
S1B_IW_GRDH_1SDV_20201122T064948_20201122T065013_024374_02E58B_15E6,train,7c9338dba0e736fbt
S1A_IW_GRDH_1SDV_20200620T064023_20200620T064048_033097_03D592_B16F,train,5f94185c147336bbt
S1A_IW_GRDH_1SDV_20200116T064045_20200116T064110_030822_03893E_3BCD,train,7508e51622c6c70ft
S1B_IW_GRDH_1SDV_20200610T181949_20200610T182014_021975_029B50_85C0,train,34f6ce4f7673ea6at
S1B_IW_GRDH_1SDV_20200913T063146_20200913T063211_023353_02C5A2_DF75,train,835b131bebf0c2cbt
S1B_IW_GRDH_1SDV_20201110T064948_20201110T065013_024199_02E000_0702,train,fafc240a3e4dee41t
S1A_IW_GRDH_1SDV_20200810T181211_20200810T181236_033848_03ECC0_C350,train,ec8445693b2938fet
S1B_IW_GRDH_1SDV_20200528T063255_20200528T063320_021778_02955B_1B43,train,91504bfd1a6e1bcbt
S1B_IW_GRDH_1SDV_20200722T062356_20200722T062421_022580_02ADAC_B656,train,3797ba64b199e86ct
S1B_IW_GRDH_1SDV_20200304T183536_20200304T183601_020546_026EF2_7A61,train,f733ad34593819e5t
S1A_IW_GRDH_1SDV_20200406T061716_20200406T061741_032003_03B257_5531,train,61b732b793693dddt
S1A_IW_GRDH_1SDV_20200429T182104_20200429T182139_032346_03BE6E_BAC0,train,6bcb8721cdabfe60t
S1B_IW_GRDH_1SDV_20200722T062306_20200722T062331_022580_02ADAC_78E8,train,7bbedf6bf3310f06t
S1A_IW_GRDH_1SDV_20200627T063210_20200627T063235_033199_03D890_8686,train,7befad49cd42f361t
S1B_IW_GRDH_1SDV_20200215T064101_20200215T064126_020276_026659_8ECE,train,997bd5928025595ft
S1B_IW_GRDH_1SDV_20200603T182754_20200603T182819_021873_02983C_6B3D,train,56c3ffef51f41c4ft
S1A_IW_GRDH_1SDV_20200623T181208_20200623T181233_033148_03D710_7725,train,a1504d48f552d21ft
S1B_IW_GRDH_1SDV_20200203T064101_20200203T064126_020101_0260B7_9DC8,train,ba57ef446e79f9bbt
S1A_IW_GRDH_1SDV_20200512T061718_20200512T061743_032528_03C467_8428,train,84c3d3db1e2b6d72t
S1B_IW_GRDH_1SDV_20200814T182758_20200814T182823_022923_02B831_A3FC,train,d6578d3ffc84da6bt
S1B_IW_GRDH_1SDV_20200430T181134_20200430T181159_021377_028941_42A8,train,dc0c4d844195f4cft
